,y_yes,age,balance,duration,campaign,previous,marital_married,marital_single,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,education_secondary,education_tertiary,default_yes,housing_yes,loan_yes
57,0,40,24,185,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
58,0,46,179,1778,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
59,0,32,0,138,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
60,0,53,989,812,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
61,0,57,249,164,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
62,0,33,790,391,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
63,0,49,154,357,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
64,0,51,6530,91,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
65,0,60,100,528,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
66,0,59,59,273,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
67,0,55,1205,158,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
68,0,35,12223,177,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
69,0,57,5935,258,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
70,0,31,25,172,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
71,0,54,282,154,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
72,0,55,23,291,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73,0,43,1937,181,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
74,0,53,384,176,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
75,0,44,582,211,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
76,0,55,91,349,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
77,0,49,0,272,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
78,0,55,1,208,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
79,0,45,206,193,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
80,0,47,164,212,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
81,0,42,690,20,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
82,1,59,2343,1042,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
83,0,46,137,246,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
84,0,51,173,529,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85,1,56,45,1467,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86,1,41,1270,1389,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
87,0,46,16,188,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
88,0,57,486,180,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
89,0,42,50,48,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
90,0,30,152,213,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
91,0,60,290,583,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
92,0,60,54,221,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
93,0,57,-37,173,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
94,0,36,101,426,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
95,0,55,383,287,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
96,0,60,81,101,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
97,0,39,0,203,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
98,0,46,229,197,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
99,0,44,-674,257,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
100,0,53,90,124,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,52,128,229,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
102,0,59,179,55,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
103,0,27,0,400,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
104,0,44,54,197,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
105,0,47,151,190,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
106,0,34,61,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
107,0,59,30,514,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
108,0,45,523,849,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
109,0,29,31,194,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
110,0,46,79,144,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
111,0,56,-34,212,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
112,0,36,448,286,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
113,0,59,81,107,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
114,0,44,144,247,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
115,0,41,351,518,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
116,0,33,-67,364,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
117,0,59,262,178,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
118,0,57,0,98,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
119,0,56,56,439,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
120,0,51,26,79,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
121,0,34,3,120,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
122,0,43,41,127,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
123,0,52,7,175,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
124,0,33,105,262,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
125,0,29,818,61,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
126,0,34,-16,78,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
127,0,31,0,143,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
128,1,55,2476,579,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
129,0,55,1185,677,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
130,0,32,217,345,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
131,0,38,1685,185,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
132,0,55,802,100,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
133,0,28,0,125,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
134,0,23,94,193,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
135,0,32,0,136,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
136,0,43,0,73,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
137,0,32,517,528,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
138,0,46,265,541,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
139,0,53,947,163,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
140,0,34,3,301,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
141,0,57,42,46,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
142,0,37,37,204,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
143,0,59,57,98,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
144,0,33,22,71,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
145,0,56,8,157,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
146,0,48,293,243,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
147,0,43,3,186,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
148,0,54,348,579,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
149,0,51,-19,163,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
150,0,26,0,610,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
151,0,40,-4,2033,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
152,0,39,18,85,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
153,0,50,139,114,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
154,0,41,0,114,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
155,0,51,1883,57,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
156,0,60,216,238,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
157,0,52,782,93,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
158,0,48,904,128,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
159,0,48,1705,107,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
160,0,39,47,181,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
161,0,47,176,303,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
162,0,40,1225,558,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
163,0,45,86,270,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
164,0,26,82,228,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
165,0,52,271,99,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
166,0,54,1378,240,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
167,1,54,184,673,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
168,0,50,0,233,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,35,0,1056,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
170,0,44,1357,250,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
171,0,53,19,252,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
172,0,35,434,138,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
173,0,60,92,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
174,0,53,1151,412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
175,0,48,41,179,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
176,0,34,51,19,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
177,0,54,214,458,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
178,0,51,1161,717,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
179,0,31,37,313,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
180,0,35,787,683,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
181,0,35,59,1077,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
182,0,38,253,416,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
183,0,36,211,146,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
184,0,58,235,167,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
185,0,40,4384,315,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
186,0,54,4080,140,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
187,0,34,53,346,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
188,0,31,0,562,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
189,0,51,2127,172,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
190,0,33,377,217,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
191,0,55,73,142,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
192,0,42,445,67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
193,0,34,243,291,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
194,0,33,307,309,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
195,0,38,155,248,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
196,0,50,173,98,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
197,0,43,400,256,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
198,0,61,1428,82,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
199,0,47,219,577,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
200,0,48,7,286,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
201,0,44,575,477,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
202,0,35,298,611,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
203,0,35,0,471,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
204,0,50,5699,381,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
205,0,41,176,42,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
206,0,41,517,251,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
207,0,39,257,408,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
208,0,42,56,215,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
209,0,38,-390,287,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
210,0,53,330,216,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
211,0,59,195,366,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
212,0,36,301,210,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
213,0,54,-41,288,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
214,0,40,483,168,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
215,0,53,13,410,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
216,0,46,965,177,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
217,0,39,378,127,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
218,0,40,219,357,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
219,0,28,324,175,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
220,0,35,-69,300,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
221,0,55,0,136,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
222,0,43,205,1419,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
223,0,48,278,125,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
224,0,58,1065,213,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
225,0,33,34,27,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
226,0,36,1033,238,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
227,0,53,1467,124,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
228,0,47,-12,18,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
229,0,31,388,730,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
230,0,57,294,746,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
231,0,53,1827,121,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
232,0,55,627,247,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
233,0,45,25,40,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
234,0,53,315,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
235,0,37,0,79,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
236,0,44,66,206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
237,0,49,-9,389,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
238,0,46,349,127,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
239,0,43,100,702,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
240,0,38,0,151,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
241,0,43,434,117,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
242,0,49,3237,232,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
243,0,42,275,408,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
244,0,22,0,179,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
245,0,40,207,39,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
246,0,39,483,282,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
247,0,51,2248,714,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
248,0,49,428,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
249,0,53,0,181,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
250,0,34,0,142,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
251,0,33,140,227,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
252,0,50,297,119,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
253,0,39,279,361,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
254,0,59,901,73,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
255,0,30,2573,67,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
256,0,36,143,350,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
257,0,40,475,332,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
258,0,53,70,611,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
259,0,34,318,113,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
260,0,37,275,132,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
261,0,42,742,58,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
262,0,41,236,151,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
263,0,30,25,89,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
264,0,37,600,152,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
265,0,39,-349,611,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
266,0,41,183,110,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
267,0,40,0,463,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
268,1,42,0,562,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
269,0,40,0,962,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
270,0,57,1078,10,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
271,0,56,155,118,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
272,0,37,190,92,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
273,0,59,319,143,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
274,0,39,-185,189,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
275,0,49,47,234,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
276,0,38,570,75,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
277,0,36,19,189,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
278,0,50,61,621,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
279,0,41,-62,55,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
280,0,54,258,310,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
281,0,58,76,156,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
282,0,30,0,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
283,0,33,352,225,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
284,0,47,368,125,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
